"name","lat","lon","value"
"Mylasandra Gate",12.91856635,77.49101582,0.45
"RV College",12.92549401,77.49936587,0.45
"Jayaram Das Factory",12.93094676,77.50609263,0.45
"Bangalore University Gate Mysore Road",12.93579871,77.51334378,0.45
"Shanthinagar TTMC",12.95407042,77.59298565,0.45
"Jambu Savari Dinne",12.8657823267,77.5810030849,0.45
"Surabhi,J.P.NAGARA 8TH PHASE, SURABHI NAGARA,IN FRONT OF VINAYAKA TIMBERS",12.8677367922,77.5818412432,0.45
"B K Circle,J.P.NAGARA 8TH PHASE,IN FRONT OF UNIVERSAL GRANITES",12.8706907581,77.5831441671,0.45
"Kothnuru Kanakapura Road,J.P.NAGARA 8TH PHASE,IN FRONT OF GANESHA TEMPLE",12.8776220048,77.5839204068,0.45
"Navodaya Nagara,NAVODAYA NAGARA,OPPOSITE OF VISHWAS SHOPPING CENTRE",12.8812725458,77.5837247934,0.45
"Gourav Nagara,GOWRAVA NAGARA,IN FRONT OF KANISHKA DIAGNOSTIC",12.8846360586,77.5825735923,0.45
"RBI Layout,R.B.I.LAYOUT,IN FRONT OF SOMESHWARA SABHA BHAVANA",12.8880365714,77.5818479011,0.45
"Brigade Millanium,R.B.I.LAYOUT,IN FRONT OF APOLLO PHARMACY",12.8920887894,77.5818188521,0.45
"Puttenahalli,PUTTENAHALLI,IN FRONT OF NANJUNDESHWARA TEMPLE",12.8981187008,77.5824441388,0.45
"CV Raman Nagara",12.9856594689,77.6641256562,0.45
"CGHS Nagavar Palya,C.V.RAMAN NAGARA,OPPOSITE OF PLAY GROUND",12.987176789,77.6623509301,0.45
"DRDO Qts,C.V.RAMAN NAGARA,IN FRONT OF MES SERVICE CENTER NO-1",12.9845349491,77.6613312587,0.45
"LRDE,C.V.RAMAN NAGARA,IN FRONT OF ELECTRONIC & RADAR DEVELOPMENT ESTABLISMENT",12.9807005858,77.6567336426,0.45
"GTRE,HAL 3RD STAGE,BESIDE BEML LIMITED BANGALORE COMPLEX",12.97587,77.65566,0.45
"BEML Gate,BEML,OPPOSITE OF BEML LIMITED",12.9711572945,77.6591127307,0.45
"Jn of Suranjandas Road,HAL 3RD STAGE,IN FRONT OF STATE BANK OF INDIA",12.9667181028,77.6612821013,0.45
"Jeevan Bheema Nagar",12.96721,77.65797,0.45
"Jeevanbhimanagara Petrol Bunk,HAL 3RD STAGE,BESIDE OF INDIAN OIL PETROL BANK",12.9675702561,77.6546952512,0.45
"Kodihalli,HAL 3RD STAGE WARD-58,OPPOSITE OF ICICI BANK",12.9684739764,77.649941681,0.45
"Tippasandra,HAL 2ND STAGE,OPPOSITE OF COLUMBIA ASIA",12.9736559749,77.6468255499,0.45
"Chinmaya Mission Hospital,INDIRANAGARA,BESIDE CHINMAYA HOSPITAL",12.9784490375,77.6460589228,0.45
"Thambuchetty Palya,T.C.PALYA,OPPOSITE OF ANTHONY COMPOSITE P.U COLLEGE",13.0214405094,77.7001189508,0.45
"Anandapura,ANANDAPURA,IN FRONT OF NATIONAL BAKERY & SWEETS",13.0241015517,77.6929488994,0.45
"Bhakthi Yoga Ashrama",13.021965,77.687973,0.45
"Akshya Nagara,AKSHAYA NAGARA,IN FRONT OF IDEAL MART SUPER MARKET",13.0206251377,77.6835177962,0.45
"Koudenahalli Cross,RAMAMURTHI NAGARA,IN FRONT OF BHAGYALAKSHMI GLASS & PLY WOODS",13.0211715501,77.6790663878,0.45
"Muneshwara Layout,RAMAMURTHI NAGARA,IN FRONT OF J.M.J.CYBER CENTER",13.0181535317,77.6718515333,0.45
"B Channasandra Bridge,RAMAMURTHI NAGARA,BESIDE RAILWAY BRIDGE",13.0130227748,77.6627497282,0.45
"Kasthurinagara,KASTURI NAGARA,IN FRONT OF SPENCERS",13.0026162238,77.6612176903,0.45
"Bennigana Halli,KASTURI NAGARA,IN FRONT OF AUXILIARY PANEL CHANNASANDRA BYPASS",12.997112833,77.6628648117,0.45
"NGEF Ground,SADANANDA NAGARA,OPPOSITE OF N.G.E.F.FACTORY",12.9918151997,77.6516279315,0.45
"Isolation Hospital",12.9848842322,77.6432201768,0.45
"Binnamangala,INDIRANAGARA,OPPOSITE OF LEO MOTORS, MARUTI SUZUKI",12.9836366498,77.6406822875,0.45
"Indiranagar Police Station,INDIRA NAGARA,BESIDE WILLS LIFE STYLE & SYNDICATE BANK",12.976970952,77.6410683431,0.45
"Indiranagar 6th main,INDIRA NAGARA,BESIDE E.ZONE",12.9740639387,77.6411662885,0.45
"New Horizon School,INDIRA NAGARA,BESIDE METHODIST CHURCH",12.9683920741,77.6414830796,0.45
"Doopanahalli,DOMLURU,BESIDE 17TH MAIN BAJAJ MOTORS",12.9632524587,77.6417480316,0.45
"New Bridge,DOMLURU,BESIDE EMBESSY GROUP",12.951181177,77.6397056971,0.45
"Girinagara Extention,BESIDE KAVYA DIGITAL STUDIO",12.9411185949,77.5397700152,0.45
"Girinagara Circle,GIRINAGARA,OPPOSITE OF N.D.R.R.COMPLEX",12.9409443751,77.5451242751,0.45
"Girinagar Cross,AVALAHALLI BDA,BESIDE LG SHOW ROOM",12.9430679139,77.544502113,0.45
"Muneshwara Block,MUNESHWARA BLOCK,BESIDE PRABHU BHAVAN SWEETS",12.9422528338,77.5484562573,0.45
"Nagendra Block,BANASHANKARI 3RD STAGE NAGENDRA BLOCK",12.94189,77.55326,0.45
"Apex Bank,BANASHANKARI 1ST STAGE HANUMANTHA NAGARA,BESIDE PLANTS SHOW  ROOM",12.94178,77.55587,0.45
"Maruthi Circle,HANUMANTHA NAGARA,OPPOSITE OF GANESHA TEMPLE, CHAMARAJA PETE",12.9434716662,77.5584865542,0.45
"Sri Krishna Traders",12.9435349258,77.5621013718,0.45
"Hanumantha Nagara Ward Office,HANUMANTHA NAGARA,OPPOSITE OF AXIS BANK & HDFC BANK ATM",12.9440335458,77.5641924089,0.45
"Syndicate Bank,HANUMANTHA NAGARA,IN FRONT OF AMRIN BEDDING HOUSE",12.946514315,77.5641814326,0.45
"8th Mile T Dasarahalli,8TH MILE,BESIDE A.K.SCOOTER WORKS",13.0455367265,77.5055545145,0.45
"Rukmini nagara,RUKMINI NAGARA,BESIDE OPEN AREA",13.0408676171,77.5048747113,0.45
"Nagasandra Cross,NAGASANDRA CROSS,BESIDE SRIDEVI ENTERPRISES",13.0386169339,77.5045504332,0.45
"Om timber,H.M.T.LAYOUT CROSS,BESIDE S.S.M. PUBLIC SCHOOL",13.0336009735,77.5041360894,0.45
"Nelagedaranahalli,NELAGADARAHALLI,BESIDE MANJU DELUXE BAR & RESTAURANT",13.0314991383,77.5035461729,0.45
"Gruhalaxmi layout,GRUHALAKSHMI LAYOUT,BESIDE B.B.M.P. OFFICE",13.0289903004,77.4979199376,0.45
"Karihobanahalli Cross,KARIHOBANAHALLI,BESIDE RESIDENTIAL AREA",13.0248451978,77.4863950722,0.45
"Thigalara Palya,THIGALARAPALYA,BESIDE RESIDENTIAL AREA",13.0166850499,77.4832306019,0.45
"Syndicate bank Colony Andrahalli,SYNDICATE BANK LAYOUT,BESIDE OPEN AREA",12.998065649,77.4894107811,0.45
"Layout Herohalli,VENKATESHWARA LAYOUT,BESIDE PAVITHRA STORES",12.9932820518,77.4886105768,0.45
"Thunga Nagara,TUNGA NAGARA,BESIDE SNEHA TELECOMMUNICATIONS",12.9918187593,77.4851993784,0.45
"Byadarahalli",12.9850319473,77.4820096017,0.45
"Srinivasapura",12.9899866162,77.6549179491,0.45
"CGHS,C.V.RAMAN NAGARA,OPPOSITE OF THE AERONAUTICAL SOCIETY OF INDIA",12.9863732398,77.6481509867,0.45
"CV Raman Nagara,C.V.RAMAN NAGARA,IN FRONT OF HAL ENGINE DIVISION",12.9836770434,77.6494214294,0.45
"Banashankari 3rd Stage 2nd Phase,BESIDE HOSAKEREHALLI VIDYA NAGARA NEW BUS STAND",12.9341514967,77.5398678426,0.45
"Seetha Cricle",12.93733,77.54907,0.45
"Bank Colony,BANASHANKARI 1ST STAGE, SRINIVASANAGARA,IN FRONT OF SULABH SHOWCHALAYA",12.938602798,77.5535439435,0.45
"Srinivasa Nagara,BANASHANKARI 1ST STAGE, SRINIVASANAGARA,OPPOSITE OF BANK OF BARODA",12.9382627773,77.5565258273,0.45
"Abbigere Village,ABBIGERE,BESIDE PANCHAMUKHA GANAPATHI TEMPLE",13.07678123,77.5259556435,0.45
"Abbigere",13.072527487,77.5236236032,0.45
"Abbigere Dinne,ABBIGERE,BESIDE SRI GANESH FAST FOOD",13.0711771392,77.5277685624,0.45
"Abbigere Cross,ABBIGERE CROSS,BESIDE OPEN AREA",13.0707920907,77.5295611923,0.45
"Kammagondanahalli Temple,KAMMAGONDANAHALLI,BESIDE POOJA JEWELLERS & BANKERS",13.0637407629,77.5306547046,0.45
"SRS Mathikere,KAMMAGONDANAHALLI,BESIDE SRI VENKATESHWARA RICE TRADERS",13.0609400682,77.531253715,0.45
"KG Halli Post Office,KAMMAGONDANAHALLI,BESIDE LINO FOOT WEAR",13.0568340607,77.5327361841,0.45
"KG Halli Bridge,K.G.HALLI,BESIDE SALEEM STORES",13.0550436409,77.5346969295,0.45
"Jalahalli West,INDIAN AIR FORCE JALAHALLI,OPPOSITE OF NO.1 SNCOS MESS",13.0529609069,77.5302724316,0.45
"Shetty Halli Cross,INDIAN AIR FORCE JALAHALLI,NEAR & OPPOSITE OF STATE BANK OF INDIA ATM",13.0500598066,77.5254900288,0.45
"Jalahalli Cross Ayyappa Temple,JALAHALLI WEST,IN FRONT OF AYYAPPA TEMPLE",13.0463522393,77.5223884732,0.45
"Jalahalli Cross,PEENYA INDUSTRIAL AREA,OPPOSITE OF INDIAN BANK",13.0384499487,77.5183223281,0.45
"System Jalahalli Cross,PEENYA INDUSTRIAL AREA,IN FRONT OF NEW TIMBER INDUSTRY",13.0349750493,77.5180530152,0.45
"TVS Cross Peenya 2nd Stage,PEENYA INDUSTRIAL AREA,OPPOSITE OF SRI DHARMASTALA UPAHAR HOTEL",13.0281588587,77.5189786542,0.45
"Rolling Mill,PEENYA INDUSTRIAL AREA,IN FRONT OF HITZE EQUIPMENTS PVT LTD",13.0265658975,77.5149225019,0.45
"NTTF,N.T.T.F.CROSS,OPPOSITE OF INDIAN BANK",13.0242868792,77.5108279847,0.45
"Brundavana Peenya 2nd Stage,PEENYA INDUSTRIAL AREA 2ND STAGE,OPPOSITE OF INDIAN BANK",13.0204510689,77.5082448497,0.45
"Peenya 2nd stage 14th Cross,PEENYA INDUSTRIAL AREA 2ND STAGE,OPPOSITE OF PEENYA GYMKHANA",13.0163185392,77.5059616193,0.45
"Rajagopalanagar Rajni Farms,PEENYA INDUSTRIAL AREA 2ND STAGE,BESIDE CANARA BANK ATM",13.0138224465,77.5089186835,0.45
"Nelamangala",13.09781176,77.39435376,0.45
"TB Stop Nelamangla Road",13.09727411,77.40134266,0.45
"Weavers Colony Nelamangala",13.0942763513,77.4054342672,0.45
"Nursery",13.09029465,77.40924096,0.45
"Binnamangala",13.08747502,77.41254238,0.45
"Arishinakunte",13.08029459,77.42402231,0.45
"Devanna Palya",13.07793031,77.4307192,0.45
"Dasanapura",13.07538406,77.43640073,0.45
"Adakamaranahalli",13.07070795,77.44490398,0.45
"Makali",13.06579601,77.4536598,0.45
"Madanayakanahalli",13.06125751,77.46130707,0.45
"TCI Tumkur Road",13.05909673,77.46596618,0.45
"Madavara",13.05673306,77.47472303,0.45
"Anchepalya Nelamangla Road",13.05525801,77.47985503,0.45
"Jindal",13.05399823,77.48329817,0.45
"Chikka Bidarakallu",13.05248402,77.48740819,0.45
"Morision Factory",13.0507814,77.49217817,0.45
"Widia School Tumkur Road",13.04910399,77.49684171,0.45
"Deepak",13.04730298,77.5017016,0.45
"8th Mile T Dasarahalli",13.0452256562,77.5083593443,0.45
"Srinagara,Hanuman temple",12.9441335443,77.5542907791,0.45
"Byatarayana Pura,BYATARAYANAPURA,BESIDE GOVERNMENT SCHOOL",13.0671682768,77.5934822671,0.45
"SBM ATM",13.06654,77.59607,0.45
"Amrutahalli,AMRUTHAHALLI,BESIDE S.L.J. IYENGAR BAKERY & SWEETS",13.0657345535,77.6007132556,0.45
"Jakkur Layout",13.0695,77.60158,0.45
"18th Cross Srirampura,AMRUTHAHALLI,BESIDE APARTMENTS",13.0688057092,77.6035392112,0.45
"Srirampura Cross,JAKKURU,BESIDE MAHATMA GANDHI INSTITUTE OF RURAL ENERGY & DEVELOPMENT",13.0666686737,77.609675479,0.45
"Srirampura,SRIRAMPURA,BESIDE MESTRIPALYA LAKE",13.0658241179,77.6201388447,0.45
"Mestripalya,MESTRIPALYA,IN FRONT OF CHURCH",13.0613128468,77.6204130705,0.45
"Rachenahalli Hegde Nagar,RACHENAHALLI,OPPOSITE OF DR.B.R.AMBEDKAR  YUVKAR SANGHA",13.058161414,77.6236002576,0.45
"Tanisandra,THANISANDRA,OPPOSITE OF IYENGAR BAKERY",13.0560138576,77.6323665477,0.45
"Ashwathanagara Nagawara",13.0524894757,77.6313129811,0.45
"Sarai Palya Nagawar",13.0472492564,77.6285954657,0.45
"NAGAVARA JUNCTION",13.0405076374,77.6245555082,0.45
"Hebbala Bridge,HEBBALA,BESIDE LAKE",13.043678816,77.5905063063,0.45
"Military Dairy Farm,BESIDE MILITARY COMPOUND",13.049480165,77.5926207092,0.45
"Amrutahalli,AMRUTHAHALLI,BESIDE AMRUTH CLINIC",13.0656375449,77.6007677802,0.45
"Byatarayana Pura,BYATARAYANAPURA,BESIDE B.B.M.P PUBLIC SERVICE CENTER",13.0672668238,77.5935926701,0.45
"Hebbala,HEBBALA,BESIDE LAKE",13.0430135597,77.5900968164,0.45
"Yelahanka Satelite Town 5th Phase",13.10596804,77.57251698,0.45
"Yelahanka Bakery",13.10708131,77.57586258,0.45
"Government School",13.10330364,77.57682714,0.45
"Mother Dairy",13.0994,77.57693,0.45
"Yelahanka Satellite Town",13.09586,77.57913,0.45
"Chikka Bommasandra",13.09422,77.58269,0.45
"Sharavathi Hotel",13.09759,77.58419,0.45
"Sheshadripuram College",13.09971085,77.58864113,0.45
"Yelahanaka NES Office",13.0977866,77.59178063,0.45
"Yelahanka Police Station",13.09403406,77.5943898,0.45
"Allalasandra Gate Yalahanka",13.08668705,77.59387244,0.45
"Aerodrum Devanahalli Road",13.07687,77.593,0.45
"GKVK",13.07278,77.59274,0.45
"Byatarayana Pura",13.06658,77.59335,0.45
"Kodigehalli",13.05679568,77.59364486,0.45
"Military Dairy Farm,BESIDE ESTEEM MALL",13.0497349724,77.5929638025,0.45
"Hebbal",13.03897751,77.58964847,0.45
"ISRO Layout,ISRO LAYOUT,NEAR BY BHARATHIYA STATE BANK",12.8988066874,77.5581368711,0.45
"Kumaraswamy Layout,KUMARA SWAMY LAYOUT,BESIDE BMTC MAIN BUS STAND",12.9029328319,77.5617779737,0.45
"Kumaraswamy Layout Police Station,KUMARA SWAMY LAYOUT,IN FRONT OF IIFL",12.9056221996,77.5628694161,0.45
"Dayananda Sagar College,KUMARASWAMY AYOUT 2ND STAGE,IN FRONT OF RAMADEVA STATIONERIES",12.9095642431,77.5652525401,0.45
"Domlur",12.96111122,77.63817474,0.45
"KODIHALLI",12.96006425,77.6472361,0.45
"Manipal Hospital",12.95968934,77.65072057,0.45
"Murgeshpalya,Opp.Sir MV COLLAGE",12.9592778,77.65805598,0.45
"Rajeshwari Talkies",12.9593182,77.66035173,0.45
"HAL Main Gate",12.9582887689,77.6679258792,0.45
"BEML Gate,HAL 3RD STAGE,OPPOSITE OF BEML FINE ARTS CLUB",12.9716389719,77.6582970936,0.45
"GTRE,HAL 3RD STAGE,OPPOSITE OF BEML LIMITED BANGALORE COMPLEX",12.9758122864,77.6555131758,0.45
"GTRE",12.9836439765,77.649161151,0.45
"NGEF Ground,SADANANDA NAGARA,IN FRONT OF N.G.E.F.FACTORY",12.9919357505,77.6517878752,0.45
"Sadananda Nagara,SADANANDA NAGARA,IN FRONT OF DOOR NO 188",12.9944098368,77.6580273639,0.45
"Kasthurinagara,KASTURI NAGARA,OPPOSITE OF KASTURI BAKERY",13.0027314851,77.6610352676,0.45
"Jn Of Ring Road Channasandra,RAMAMURTHI NAGARA,BESIDE RAILWAY BRIDGE",13.0132232264,77.6627848273,0.45
"Ramamurthinagar Police Station,RAMAMURTHI NAGARA,IN FRONT OF POLICE STATION",13.0120903053,77.6677964741,0.45
"Alada Mara Ramamurthy Nagar,RAMAMURTHI NAGARA,OPPOSITE OF HI-FASHION FAMILY STOP",13.0115346654,77.6769405045,0.45
"Church RM Nagar,RAMAMURTHI NAGARA,IN FRONT OF VISMAYA ENTERPRISES",13.0117616653,77.6787970857,0.45
"ITI Circle,DOORAVANI NAGARA,IN FRONT OF VIJAYALAKSHMI ENTERPRISES",13.008053,77.683226,0.45
"ITI Gate,DOORAVANI NAGARA,BESIDE ITI QUARTERS",13.0055243628,77.6846743054,0.45
"JP Nagara 3rd Phase,JP NAGARA 3RD PHASE,BESIDE H.D.F.C.BANK",12.9070150475,77.6002130062,0.45
"Jn of 8th Main and 3rd Cross,JP NAGARA 2ND PHASE,BESIDE D.T.D.C.",12.90754457,77.5950106233,0.45
"Milk Booth,JP NAGARA 2ND PHASE,BESIDE NANDINI PARLOUR",12.9098547902,77.5950978789,0.45
"Ramakrishna Hegde Nagara",13.072202364,77.6337613352,0.45
"Narayanapura Cross",13.0678198096,77.6336955254,0.45
"Tanisandra",13.0562459129,77.6330040816,0.45
"Kempegowda Bus Station,MAJESTIC,BESIDE AMAR HOTEL",12.978678,77.573219,0.45
"Cottonpet Hospital",12.9622381295,77.5691556222,0.45
"Royan Circle,CHAMARAJA PETE,CHURCH OPEN SPACE, OPPOSITE BHARATH PETROL BUNK",12.9611695558,77.5688594207,0.45
"Chamarajapete,CHAMARAJA PETE,IN FRONT OF MANAPURAM GOLD",12.9561053775,77.567516556,0.45
"Bangalore High School,SHANKARAPURAM,IN FRONT OF MARATHA HOSTEL",12.9533929937,77.5676280353,0.45
"Ramakrishna Ashrama,BASAVANAGUDI,OPPOSITE INDUS BANK",12.9467992267,77.5678327699,0.45
"Hanumantha Nagara Ward Office,HANUMANTHA NAGARA,BESIDE NAGINI CREDIT CO-OPERATIVE SOCIETY",12.9432467983,77.5658657407,0.45
"Subramanya temple,HANUMANTHA NAGARA,IN FRONT OF CAUVERY FURNITURE SHOWROOM",12.941630032,77.5620185875,0.45
"Nirmala Stores,HANUMANTHA NAGARA,OPPOSITE OF SANGEETHA MEDICALS",12.941532,77.559671,0.45
"Bidadi,BIDADI,BESIDE BIDADI B.M.T.C. MAIN BUS STAND",12.7973839827,77.3847758956,0.45
"Railway Station Bidadi,BIDADI,IN FRONT OF RAILWAY STATION",12.7997756335,77.3908267311,0.45
"Byramangala Cross,BIDADI,IN FRONT OF PARVATHI ENTERPRISES",12.8021537372,77.3979022506,0.45
"MEDANAHALLI",12.7891754207,77.3985443012,0.45
"BAIRAVANA DODDY",12.7863411427,77.3999205919,0.45
"COCO COLA",12.7812492382,77.4039722979,0.45
"Innovative Film city",12.7796387393,77.4050292559,0.45
"Abbanakuppe",12.7739006032,77.4096591148,0.45
"DEPOT-36",12.7692484578,77.4133322552,0.45
"Byramangala Lake",12.77609,77.42027,0.45
"Kiabd 2nd Phase",12.79544,77.4234,0.45
"Eagleton Gate,IN FRONT OF EAGLETON RESORTS",12.8107021563,77.4160248041,0.45
"Kadumane Hotel",12.815,77.40724,0.45
"Billakempana Halli,BILLA KEMPANAHALLI,OPPOSITE OF RAILWAY GATE",12.8120655113,77.4040384236,0.45
"Byramangala Cross,BIDADI,OPPOSITE OF TYAGARAJU CENTRAL SCHOOL",12.8035066277,77.3984627891,0.45
"Railway Station Bidadi,BIDADI,OPPOSITE OF RAILWAY STATION",12.7994730218,77.3907259064,0.45
"Bidadi,BIDADI,IN FRONT OF GOVERNMENT HOSPITAL",12.7965980936,77.3845269239,0.45
"Bagaluru",13.13447135,77.66782129,0.45
"Chocolate",13.12232626,77.66836049,0.45
"Hosur Bande",13.10607078,77.66086757,0.45
"Kannuru",13.09290093,77.65453705,0.45
"Ambedkar Bhavana",13.06466139,77.65192386,0.45
"Kothnuru Bagalur Road",13.06156724,77.64892223,0.45
"Byrathi Cross",13.056926,77.64826829,0.45
"Padmanabha Nagara,PADMANABHA NAGARA,OPPOSITE OF STATE BANK OF INDIA",12.9176150183,77.5596909614,0.45
"Devegowda Petrol Bunk,BANASHANKARI 3RD STAGE,BESIDE BIG MEGA MART",12.9228205048,77.5602472667,0.45
"Kempegowda Medical  Hospital,BANASHANKARI 3RD STAGE,OPPOSITE OF KEMPEGOWDA MEDICAL COLLEGE",12.9269235302,77.5613870379,0.45
"Indira Nursing Home Tyagarajanagar,BANASHANKARI 2ND STAGE,BESIDE INDIRA NURSING HOME",12.9292645119,77.5641326141,0.45
"Post Office,BANASHANKARI, 2ND STAGE,OPPOSITE POST OFFICE, BANASHANKARI, 2ND STAGE",12.9263340309,77.5698779896,0.45
"Monotype,BANASHANKARI, 2ND STAGE,OPPOSITE OF THALAM AL-TIUS",12.9217735212,77.5705823209,0.45
"Hunase Mara Banashankari,BANASHANKARI 2ND STAGE,INFRONT OF BRIGADE SOFTWARE PARK",12.921023,77.573318,0.45
"Deepak Nursing Home",12.926572242,77.5769427583,0.45
"Yediyur",12.93032021,77.57629689,0.45
"Nanda Talkies",12.93233559,77.58004768,0.45
"Vijaya College,BASAVANAGUDI,OPPOSITE OF INFORMATICS",12.9390512221,77.5799340103,0.45
"RV Teachers College,BASAVANAGUDI,BESIDE MEGA AGENSIS",12.944399463,77.5799635984,0.45
"Lalbagh West Gate,V.V.PURAM,BESIDE HDFC BANK",12.9495261854,77.5798964898,0.45
"Minarva Circle,V.V.PURAM",12.953674097,77.5798819155,0.45
"Town Hall,OPPOSITE OF RANI CHANNAMMA STATUE",12.96354088,77.5850038882,0.45
"Corporation,CORPORATION,IN FRONT OF BANAPPA PARK",12.9685279448,77.5864692125,0.45
"Cauvery Bhavana,K.R. MARKET,OPPOSITE OF BWSSB",12.972107688,77.5824879762,0.45
"Kadirenahalli Park,BANASHANKRI 2ND STAGE KAVERI NAGARA,BESIDE SRINIVASA STEEL & CEMENT TRADERS",12.9176577398,77.5643327485,0.45
"Shanthi Nagara Bus Station",12.95479395,77.59255908,0.45
"Double Road Shanthinagar",12.95844066,77.59301104,0.45
"Kumaraswamy Layout 2nd Stage,KUMARASWAMY LAYOUT 2ND STAGE,IN FRONT OF KEMPEGOWDA GOVT.HIGHER PRIMARY SCHOOL",12.9058814328,77.5580187701,0.45
"Water tank kumaraswamy layout,KUMARASWAMY AYOUT 2ND STAGE,OPPOSITE OF S.S.CONDIMENTS & BANAKARAS DIGITAL STUDIOS",12.9085342318,77.5616586353,0.45
"Padmanabha Nagara Rock,PADMANABHA NAGARA,IN FRONT OF B.B.M.P.WARD OFFICE, PADMANABHA NAGARA",12.9185465723,77.5574022811,0.45
"Padmanabhanagara Circle",12.91696,77.55939,0.45
"Kadirenahalli Park,BANASHANKRI 2ND STAGE KAVERI NAGARA,BESIDE HANUMAN MANDIR",12.9176689871,77.5645234622,0.45
"Chennamma kere Achukattu,BANASHANKARI 3RD STAGE,MAIN STAND",12.9283355456,77.5567042362,0.45
"Chennamma kere Achukattu park,BANASHANKARI 3RD STAGE,OPPOSITE OF KARNATAKA BAR",12.9261805583,77.5535514671,0.45
"Kamakya Talkies,BANASHANKARI 3RD STAGE,IN FRONT OF BMTC DEPOT-13",12.9237692524,77.5541000627,0.45
"Jaraganahalli House Building Co-Op-Society Layout,J.H.B.C.S.COLONY,IN FRONT OF PARK VIEW DEPARTMENTAL STORES",12.9111157637,77.5644614361,0.45
"JHBCS Cross,J.H.B.C.S.COLONY,IN FRONT OF JARAGANAHALLI HOUSING SOCIETY LTD",12.912998,77.564794,0.45
"AGS Layout,A.G.S. LAYOUT,NEAR B.M.T.C. BUS STAND",12.9123135846,77.5371301039,0.45
"AGS Layout Cross,A.G.S. LAYOUT,OPPOSITE OF ANNAPOORNESHWARI TENT HOUSE",12.9135427804,77.5408548363,0.45
"VB BAKERY,MARUTHI NAGARA,IN FRONT OF U.B.B. BAKERY",12.9194050143,77.5421845639,0.45
"Srinivasa Kalyana Mantapa,ITTAMADU,OPPOSITE OF DOUBLE COCONUT TREES",12.9262316879,77.5445174519,0.45
"Banashankari 3rd Stage 3rd Phase,BANASHANKARI 3RD STAGE,IN FRONT OF LITTLE MILLENIUM NURSERY SCHOOL",12.9250089024,77.5508426666,0.45
"Minaz Nagara,MINAZ NAGARA,BESIDE MANJUNATHA BAKERY & MINHAJ MEDICALS",12.9121157248,77.561911745,0.45
"Chowdeshwari Bus Stand JP Park,MATHIKERE, CHOUDESHWARI BUS STOP,IN FRONT OF LOK ANAND APARTMENTS",13.0331773963,77.554171728,0.45
"Mathikere",13.034203,77.557762,0.45
"Mathikere Post Office,MATHIKERE,IN FRONT OF SAI KRUPA HOSPITAL",13.0294036534,77.5593593664,0.45
"Kamala Neharu Extension,YESHAWANTHAPURA,IN FRONT OF NEW STAR BEDDING HOUSE",13.0256143212,77.5576726813,0.45
"Yeshwanthpura Market,YESHAWANTHAPURA,IN FRONT OF STATE BANK OF INDIA",13.0203825049,77.5558357872,0.45
"Yashwanthpura Circle",13.01879,77.55781,0.45
"Fayazabad",12.90354,77.56807,0.45
"Jayanagara Bus Stand,JAYANAGARA 4TH BLOCK,BESIDE KCC BUILDING",12.929850391,77.5861388739,0.45
"Jayanagara Church",12.92716,77.58969,0.45
"Jayanagara General Hospital,JAYANAGARA 4TH T BLOCK,BESIDE UDUPI UPAHAR",12.9271084066,77.5929766663,0.45
"Carmel Convent Jayanagara,JAYANAGARA 4TH T BLOCK,BESIDE CARMEL CONVENT",12.9263383057,77.5972074363,0.45
"Pump House Jayanagar East End,JAYANAGARA 9TH BLOCK,BESIDE SURABHI ARTS",12.9219916184,77.5970787741,0.45
"Jayadeva Hospital,JAYANAGARA 9TH BLOCK,HEALTHY INTERNATIONAL HOMEOPATHY",12.9168577865,77.5974690355,0.45
"MICO Layout",12.9141364,77.60011068,0.45
"Jalahalli Cross,JALAHALLI WEST,IN FRONT OF MUTHOOT FINANCE",13.0409954488,77.5189170241,0.45
"Byrasandra,JAYANAGARA 1ST BLOCK,BESIDE AKKANDESHWARA SWAMY TEMPLE",12.9328476079,77.5894145295,0.45
"Rani Saraladevi School,JAYANAGARA 1ST BLOCK,BESIDE SATYASAI TOURS & TRAVELS",12.9374320898,77.5849452149,0.45
"Ashoka Pillar,JAYANAGARA 1ST BLOCK,OPPOSITE OF GOVT.CENTRAL PHARMACY",12.9435617756,77.5848385133,0.45
"Chandapura,ANEKAL TALUKU,BESIDE SWAMI VIVEKANANDA RURAL EDUCATION ,SOCIAL ASSOCIATION",12.8020568892,77.7047334003,0.45
"Hennagra Gate,BOMMASANDRA,OPPOSITE OF UNION BANK ATM,GOWDRA COMPLEX",12.8071208764,77.6987066951,0.45
"BTL College,BOMMASANDRA,OPPOSITE OF NARAYANA HRUDALAYA HOSPITAL",12.8108153103,77.6957207283,0.45
"Bommasandra,BOMMASANDRA,IN FRONT OF D-MAST MALL",12.8183296805,77.6898556447,0.45
"Hebbagodi,HEBBAGODI,OPPOSITE OF SHRI PRASANNA ANJANEYA SWAMI TEMPLE",12.8271580608,77.6824885724,0.45
"Huskur Gate,ELECTRONIC CITY POST,BESIDE ESTATE GARDEN",12.8372718786,77.6789832218,0.45
"Veerasandra Gate,ELECTRONIC CITY POST,IN FRONT OF SHANKAR INFRASTRUCTURE MATERIAL LIMITED",12.8397195182,77.6773380844,0.45
"Electronic City,ELECTRONIC CITY POST,OPPOSITE OF N.T.T.F. FOUNDATION",12.848213017,77.6707657613,0.45
